CareerCluster,CareerRole,RequiredSkills,EducationLevelRequired,AvgSalaryRange,JobOutlook,GrowthPath,LearningResources,EntranceExams,FieldforAdmission,OnlineResourcesLinks,FreeCertifications
Education,Instructional Designer,Communication; Leadership; Teaching; Subject Knowledge; Instructional Design; E-learning,Post-graduation,13-30 LPA,Very High,Instructional Design Associate > Instructional Designer > Senior Instructional Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Design Portfolio; E-learning Tests,M.Ed; MA Education; Instructional Technology,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Education Consultant,Communication; Leadership; Teaching; Subject Knowledge; Consulting; Strategic Planning,Post-graduation,13-30 LPA,High,Education Analyst > Education Consultant > Senior Education Consultant > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Consulting Case Studies; Education Assessment,M.Ed; MBA; PhD Education,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Training Manager,Communication; Leadership; Teaching; Subject Knowledge; Training Design; Corporate Training,Post-graduation,13-30 LPA,High,Training Associate > Training Manager > Senior Training Manager > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Training Assessment; Leadership Tests,M.Ed; MBA HR; Corporate Training,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Academic Counselor,Communication; Leadership; Teaching; Subject Knowledge; Counseling; Student Guidance,Post-graduation,13-30 LPA,Medium,Counseling Assistant > Academic Counselor > Senior Academic Counselor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Counseling Tests; Psychology Assessment,M.Ed; MA Psychology; Guidance Counseling,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Librarian,Communication; Leadership; Teaching; Subject Knowledge; Library Science; Information Management,Post-graduation,13-30 LPA,Low,Assistant Librarian > Librarian > Senior Librarian > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Library Science Tests; Information Management,M.Lib; MLIS; Library Science,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Research Associate,Communication; Leadership; Teaching; Subject Knowledge; Research; Data Analysis,Post-graduation,13-30 LPA,High,Research Assistant > Research Associate > Senior Research Associate > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Research Portfolio; Data Analysis Tests,M.Ed; MA; MSc; Research Methods,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Educational Psychologist,Communication; Leadership; Teaching; Subject Knowledge; Psychology; Student Assessment,Post-graduation,13-30 LPA,High,Psychology Assistant > Educational Psychologist > Senior Educational Psychologist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Psychology Tests; Educational Assessment,MA Psychology; M.Phil Educational Psychology,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Special Education Teacher,Communication; Leadership; Teaching; Subject Knowledge; Special Education; Individual Education Plans,Post-graduation,13-30 LPA,High,Special Education Assistant > Special Education Teacher > Senior Special Education Teacher > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Special Education Tests; Teaching Assessment,M.Ed Special Education; B.Ed Special Education,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Online Course Creator,Communication; Leadership; Teaching; Subject Knowledge; Content Creation; Digital Marketing,Graduation,6-15 LPA,Very High,Content Assistant > Online Course Creator > Senior Online Course Creator > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Course Portfolio; Content Creation Tests,Subject Graduate; Teaching Experience,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Corporate Trainer,Communication; Leadership; Teaching; Subject Knowledge; Corporate Training; Skill Development,Graduation,6-15 LPA,High,Training Assistant > Corporate Trainer > Senior Corporate Trainer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Training Assessment; Presentation Skills,Subject Graduate; Corporate Training Certification,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Language Instructor,Communication; Leadership; Teaching; Subject Knowledge; Language Skills; Cultural Awareness,Graduation,6-15 LPA,Medium,Language Assistant > Language Instructor > Senior Language Instructor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Language Proficiency Tests; Teaching Assessment,Language Graduate; TESOL; Language Certification,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Tutor,Communication; Leadership; Teaching; Subject Knowledge; Individual Instruction; Student Support,Graduation,6-15 LPA,High,Assistant Tutor > Tutor > Senior Tutor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Subject Tests; Teaching Skills,Subject Graduate; Tutoring Experience,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Education Technology Specialist,Communication; Leadership; Teaching; Subject Knowledge; Educational Technology; Digital Tools,Post-graduation,13-30 LPA,Very High,EdTech Assistant > Education Technology Specialist > Senior Education Technology Specialist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Technology Portfolio; EdTech Assessment,M.Ed; Educational Technology; Computer Science,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,School Counselor,Communication; Leadership; Teaching; Subject Knowledge; Counseling; Student Support,Post-graduation,13-30 LPA,Medium,Counseling Assistant > School Counselor > Senior School Counselor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Counseling Tests; Student Assessment,M.Ed; MA Psychology; School Counseling,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Adult Education Instructor,Communication; Leadership; Teaching; Subject Knowledge; Adult Learning; Skill Development,Graduation,6-15 LPA,Medium,Adult Ed Assistant > Adult Education Instructor > Senior Adult Education Instructor > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Adult Education Tests; Teaching Assessment,Subject Graduate; Adult Education Certification,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Distance Learning Coordinator,Communication; Leadership; Teaching; Subject Knowledge; Distance Learning; Technology Coordination,Post-graduation,13-30 LPA,High,Distance Learning Assistant > Distance Learning Coordinator > Senior Distance Learning Coordinator > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Distance Learning Portfolio; Technology Tests,M.Ed; Educational Technology; Distance Education,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Educational Content Writer,Communication; Leadership; Teaching; Subject Knowledge; Content Writing; Educational Material,Graduation,6-15 LPA,High,Content Assistant > Educational Content Writer > Senior Educational Content Writer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Writing Portfolio; Content Tests,Subject Graduate; Content Writing Experience,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Assessment Specialist,Communication; Leadership; Teaching; Subject Knowledge; Educational Assessment; Psychometrics,Post-graduation,13-30 LPA,Medium,Assessment Assistant > Assessment Specialist > Senior Assessment Specialist > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Assessment Portfolio; Psychometric Tests,M.Ed; MA Psychology; Educational Measurement,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Learning Designer,Communication; Leadership; Teaching; Subject Knowledge; Learning Design; Curriculum Development,Post-graduation,13-30 LPA,Very High,Learning Design Assistant > Learning Designer > Senior Learning Designer > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Design Portfolio; Learning Assessment,M.Ed; Instructional Design; Learning Sciences,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Education,Educational Data Analyst,Communication; Leadership; Teaching; Subject Knowledge; Data Analysis; Educational Research,Post-graduation,13-30 LPA,High,Data Assistant > Educational Data Analyst > Senior Educational Data Analyst > Lead > Manager,Online Tutorials; Industry Publications; Professional Forums; Certification Courses; Skill Workshops,Data Portfolio; Analytics Tests,M.Ed; MA Statistics; Data Analytics,https://skillshare.com; https://udemy.com; https://coursera.org; https://edx.org; https://youtube.com/education,Adobe Creative Suite; Canva Design; Google Workspace; Microsoft Office; Coursera Creative Writing
Finance,Financial Advisor,Communication; Leadership; Financial Analysis; Client Management; Investment Planning; Risk Assessment,Post-graduation,12-30 LPA,High,Financial Associate > Financial Advisor > Senior Financial Advisor > Manager > Director,LinkedIn Learning Finance; Coursera Finance; CFA Institute; Investment Courses; Financial Planning,Financial Planning Tests; CFP Exam,MBA Finance; CFA; Financial Planning,https://linkedin.com/learning; https://coursera.org/finance; https://cfainstitute.org; https://investopedia.com; https://morningstar.com,CFA; CFP; FRM; Google Analytics; Financial Modeling
Finance,Portfolio Manager,Communication; Leadership; Financial Analysis; Investment Management; Risk Assessment; Market Analysis,Post-graduation,12-30 LPA,High,Investment Associate > Portfolio Manager > Senior Portfolio Manager > Manager > Director,LinkedIn Learning Finance; Coursera Finance; CFA Institute; Investment Courses; Financial Planning,Portfolio Management Tests; CFA Exam,MBA Finance; CFA; Investment Management,https://linkedin.com/learning; https://coursera.org/finance; https://cfainstitute.org; https://investopedia.com; https://morningstar.com,CFA; CFP; FRM; Google Analytics; Financial Modeling
